Cognitive_Connectivity,Memory_Function,Sleep_Quality,Developmental_Stage,Anxiety_Level,Social_Isolation,Substance_Risk,Diet_Quality,Academic_Pressure,Family_History,Bullying_Exposure,Safety_Perception,Social_Monitoring,Physical_Activity,Risk_Label
0.5545,0.709,0.2,0.29411764705882354,0.4666666666666667,0.8,0.8,0.5,0.6,1.0,0.9,0.19999999999999996,0.0,0.41666666666666663,1
0.543,0.686,0.2,0.7058823529411765,0.3333333333333333,0.8,0.4,0.8,0.6,1.0,0.9,0.6,0.0,0.0,0
0.512,0.8240000000000001,0.4,0.5882352941176471,0.4,0.9,0.2,0.5,1.0,0.0,0.1,0.8,0.0,0.16666666666666663,1
0.7635,0.5269999999999999,0.2,0.8823529411764706,0.6,0.5,0.8,0.2,1.0,0.0,0.9,0.19999999999999996,0.0,0.5833333333333333,1
0.6000000000000001,0.8,0.2,0.5882352941176471,0.6666666666666666,0.8,1.0,0.2,1.0,1.0,0.9,0.0,0.0,0.9166666666666666,1
0.7070000000000001,0.8140000000000001,0.4,0.6470588235294118,0.4,0.7,0.4,0.5,0.8,0.0,0.9,0.6,0.0,1.0,1
0.5894999999999999,0.579,0.2,0.058823529411764705,0.6666666666666666,0.7,1.0,0.2,1.0,0.0,0.9,0.0,0.0,0.16666666666666663,1
0.579,0.558,0.2,0.5294117647058824,0.4666666666666667,0.7,0.4,0.5,1.0,1.0,0.9,0.6,0.0,0.5,1
0.8105,0.8210000000000001,0.5,0.7647058823529411,0.4,0.6,0.6,0.5,0.6,0.0,0.1,0.4,0.0,0.8333333333333334,0
0.702,0.8039999999999999,0.2,0.6470588235294118,0.6,0.7,0.8,0.2,1.0,0.0,0.9,0.19999999999999996,0.0,0.33333333333333337,1
0.572,0.944,0.7,0.0,0.6,0.9,0.8,0.8,1.0,0.0,0.9,0.19999999999999996,0.0,0.9166666666666666,1
0.872,0.944,0.7,0.5882352941176471,0.4,0.6,0.6,0.2,0.6,1.0,0.9,0.4,0.0,0.5833333333333333,1
0.9,0.8,0.9,0.5882352941176471,0.3333333333333333,0.5,0.2,0.8,0.8,1.0,0.9,0.8,0.0,0.25,1
0.797,0.794,0.7,0.5882352941176471,0.6,0.6,1.0,0.8,0.8,0.0,0.1,0.0,0.0,0.6666666666666667,0
0.526,0.6519999999999999,0.2,0.0,0.4666666666666667,0.8,0.8,0.8,0.6,1.0,0.1,0.19999999999999996,0.0,0.8333333333333334,1
0.5785,0.557,0.4,0.5882352941176471,0.4,0.7,0.2,0.8,1.0,0.0,0.9,0.8,0.0,0.75,1
0.8245,0.849,0.2,0.4117647058823529,0.13333333333333333,0.6,0.2,0.8,0.2,0.0,0.9,0.8,0.0,0.16666666666666663,0
0.5745,0.9490000000000001,0.2,0.23529411764705882,0.13333333333333333,0.9,0.2,0.5,0.2,0.0,0.9,0.8,0.0,0.16666666666666663,1
0.5355000000000001,0.8710000000000001,0.4,0.7647058823529411,0.4666666666666667,0.9,0.6,0.2,0.8,1.0,0.9,0.4,0.0,0.41666666666666663,1
0.5,0.8,0.7,0.6470588235294118,0.6,0.9,1.0,0.8,0.8,0.0,0.9,0.0,0.0,0.0,1
0.7455,0.891,0.4,0.058823529411764705,0.6,0.7,1.0,0.2,0.8,1.0,0.9,0.0,0.0,0.08333333333333337,1
0.6525000000000001,0.905,0.7,0.6470588235294118,0.4,0.8,0.6,0.2,0.6,0.0,0.9,0.4,0.0,0.16666666666666663,1
0.5894999999999999,0.9789999999999999,0.9,0.058823529411764705,0.5333333333333333,0.9,1.0,0.5,0.6,1.0,0.9,0.0,0.0,0.33333333333333337,1
0.9475,0.8949999999999999,0.2,0.23529411764705882,0.6666666666666666,0.5,1.0,0.5,1.0,0.0,0.1,0.0,0.0,0.0,1
0.5085,0.817,0.2,0.9411764705882353,0.3333333333333333,0.9,0.8,0.8,0.2,0.0,0.1,0.19999999999999996,0.0,0.6666666666666667,0
0.575,0.75,0.2,0.0,0.6666666666666666,0.8,1.0,0.5,1.0,0.0,0.9,0.0,0.0,0.08333333333333337,1
0.556,0.512,0.7,0.5294117647058824,0.6,0.7,1.0,0.5,0.8,0.0,0.9,0.0,0.0,0.0,1
0.5605,0.921,0.9,0.11764705882352941,0.6666666666666666,0.9,1.0,0.8,1.0,0.0,0.1,0.0,0.0,0.5,1
0.46099999999999997,0.722,0.4,0.17647058823529413,0.6,0.9,1.0,0.2,0.8,1.0,0.9,0.0,0.0,0.08333333333333337,1
0.6625,0.725,0.4,0.6470588235294118,0.6,0.7,1.0,0.2,0.8,1.0,0.9,0.0,0.0,0.08333333333333337,1
0.6194999999999999,0.639,0.4,0.8823529411764706,0.4,0.7,0.6,0.5,0.6,1.0,0.9,0.4,0.0,0.5,0
0.5085,0.817,0.2,0.47058823529411764,0.4,0.9,0.6,0.2,0.6,0.0,0.1,0.4,0.0,0.75,1
0.5900000000000001,0.78,0.2,0.35294117647058826,0.6666666666666666,0.8,1.0,0.2,1.0,1.0,0.9,0.0,0.0,0.33333333333333337,1
0.539,0.678,0.9,0.17647058823529413,0.13333333333333333,0.8,0.2,0.5,0.2,0.0,0.9,0.8,0.0,0.16666666666666663,1
0.597,0.794,0.2,0.058823529411764705,0.4,0.8,0.6,0.2,0.6,0.0,0.9,0.4,0.0,0.6666666666666667,1
0.752,0.9039999999999999,0.2,0.17647058823529413,0.4666666666666667,0.7,1.0,0.8,0.4,0.0,0.9,0.0,0.0,0.5833333333333333,1
0.5634999999999999,0.5269999999999999,0.7,0.6470588235294118,0.2,0.7,0.4,0.2,0.2,0.0,0.9,0.6,0.0,0.5833333333333333,0
0.48450000000000004,0.5690000000000001,0.4,0.5882352941176471,0.4,0.8,0.4,0.5,0.8,0.0,0.1,0.6,0.0,0.0,0
0.6245,0.849,0.7,0.17647058823529413,0.5333333333333333,0.8,0.6,0.2,1.0,0.0,0.9,0.4,0.0,0.08333333333333337,1
0.7925,0.7849999999999999,0.9,0.4117647058823529,0.4,0.6,1.0,0.8,0.2,1.0,0.1,0.0,0.0,0.25,0
0.9475,0.8949999999999999,0.4,0.29411764705882354,0.5333333333333333,0.5,0.8,0.5,0.8,1.0,0.9,0.19999999999999996,0.0,0.6666666666666667,1
0.722,0.844,0.4,0.5882352941176471,0.2,0.7,0.2,0.5,0.4,1.0,0.1,0.8,0.0,0.0,0
0.802,0.8039999999999999,0.2,0.4117647058823529,0.6666666666666666,0.6,1.0,0.2,1.0,1.0,0.9,0.0,0.0,0.16666666666666663,1
0.687,0.5740000000000001,0.9,0.8823529411764706,0.6,0.6,1.0,0.5,0.8,0.0,0.1,0.0,0.0,0.33333333333333337,0
0.502,0.8039999999999999,0.9,0.8235294117647058,0.4,0.9,0.6,0.5,0.6,0.0,0.9,0.4,0.0,0.9166666666666666,1
0.5695,0.9390000000000001,0.2,0.8823529411764706,0.3333333333333333,0.9,0.4,0.2,0.6,1.0,0.1,0.6,0.0,0.33333333333333337,0
0.47350000000000003,0.747,0.7,0.11764705882352941,0.2,0.9,0.4,0.2,0.2,1.0,0.1,0.6,0.0,0.33333333333333337,1
0.798,0.9960000000000001,0.9,0.5294117647058824,0.4,0.7,0.2,0.8,1.0,0.0,0.1,0.8,0.0,0.6666666666666667,0
0.8305,0.861,0.9,0.8235294117647058,0.26666666666666666,0.6,0.6,0.5,0.2,0.0,0.1,0.4,0.0,0.75,0
0.8734999999999999,0.747,0.2,0.058823529411764705,0.3333333333333333,0.5,0.6,0.5,0.4,1.0,0.9,0.4,0.0,0.5,1
0.7070000000000001,0.8140000000000001,0.7,0.8235294117647058,0.3333333333333333,0.7,0.6,0.8,0.4,1.0,0.1,0.4,0.0,0.75,0
0.7269999999999999,0.8539999999999999,0.2,0.058823529411764705,0.4666666666666667,0.7,1.0,0.2,0.4,1.0,0.9,0.0,0.0,0.16666666666666663,1
0.5675,0.735,0.9,0.47058823529411764,0.4666666666666667,0.8,0.8,0.5,0.6,0.0,0.9,0.19999999999999996,0.0,0.41666666666666663,1
0.7464999999999999,0.893,0.7,0.8823529411764706,0.26666666666666666,0.7,0.6,0.2,0.2,1.0,0.9,0.4,0.0,0.0,0
0.4555,0.511,0.9,0.7647058823529411,0.13333333333333333,0.8,0.2,0.5,0.2,0.0,0.1,0.8,0.0,0.25,0
0.7915000000000001,0.783,0.7,0.0,0.4666666666666667,0.6,1.0,0.2,0.4,0.0,0.9,0.0,0.0,0.5,1
0.8935,0.787,0.4,0.0,0.4,0.5,0.4,0.2,0.8,1.0,0.9,0.6,0.0,0.08333333333333337,1
0.7925,0.585,0.4,0.8823529411764706,0.4,0.5,0.6,0.5,0.6,1.0,0.1,0.4,0.0,0.8333333333333334,0
0.5195000000000001,0.639,0.2,0.4117647058823529,0.26666666666666666,0.8,0.4,0.8,0.4,0.0,0.9,0.6,0.0,0.0,0
0.782,0.564,0.4,0.5882352941176471,0.4,0.5,0.6,0.5,0.6,0.0,0.1,0.4,0.0,0.0,0
0.729,0.858,0.9,0.47058823529411764,0.13333333333333333,0.7,0.2,0.2,0.2,1.0,0.9,0.8,0.0,0.33333333333333337,0
0.673,0.546,0.9,0.4117647058823529,0.3333333333333333,0.6,0.8,0.5,0.2,1.0,0.1,0.19999999999999996,0.0,1.0,0
0.845,0.89,0.2,0.5882352941176471,0.26666666666666666,0.6,0.2,0.8,0.6,1.0,0.1,0.8,0.0,0.5,1
0.548,0.8960000000000001,0.9,0.7647058823529411,0.13333333333333333,0.9,0.2,0.5,0.2,1.0,0.1,0.8,0.0,0.25,0
0.587,0.5740000000000001,0.7,0.35294117647058826,0.2,0.7,0.4,0.5,0.2,0.0,0.1,0.6,0.0,0.5833333333333333,0
0.625,0.85,0.2,0.5294117647058824,0.4,0.8,0.2,0.2,1.0,1.0,0.9,0.8,0.0,0.08333333333333337,1
0.6970000000000001,0.794,0.4,0.35294117647058826,0.5333333333333333,0.7,0.6,0.5,1.0,1.0,0.9,0.4,0.0,0.75,1
0.356,0.512,0.2,0.8235294117647058,0.6,0.9,0.8,0.5,1.0,1.0,0.9,0.19999999999999996,0.0,0.08333333333333337,1
0.602,0.8039999999999999,0.2,0.29411764705882354,0.6666666666666666,0.8,1.0,0.2,1.0,0.0,0.9,0.0,0.0,0.08333333333333337,1
0.526,0.6519999999999999,0.2,0.8823529411764706,0.4666666666666667,0.8,0.8,0.5,0.6,1.0,0.1,0.19999999999999996,0.0,0.16666666666666663,0
0.602,0.8039999999999999,0.4,0.058823529411764705,0.26666666666666666,0.8,0.2,0.5,0.6,0.0,0.1,0.8,0.0,0.0,0
0.79,0.58,0.4,0.058823529411764705,0.4666666666666667,0.5,1.0,0.5,0.4,1.0,0.1,0.0,0.0,0.08333333333333337,0
0.8755,0.751,0.7,0.35294117647058826,0.2,0.5,0.4,0.2,0.2,1.0,0.1,0.6,0.0,1.0,0
0.466,0.532,0.7,0.7647058823529411,0.3333333333333333,0.8,0.8,0.2,0.2,1.0,0.1,0.19999999999999996,0.0,1.0,0
0.36349999999999993,0.5269999999999999,0.9,0.0,0.6,0.9,0.8,0.2,1.0,1.0,0.9,0.19999999999999996,0.0,0.5,1
0.614,0.628,0.7,0.47058823529411764,0.4666666666666667,0.7,0.6,0.5,0.8,1.0,0.9,0.4,0.0,0.08333333333333337,1
0.502,0.8039999999999999,0.2,0.47058823529411764,0.5333333333333333,0.9,0.6,0.8,1.0,1.0,0.9,0.4,0.0,0.16666666666666663,1
0.7985,0.9970000000000001,0.7,0.8823529411764706,0.3333333333333333,0.7,0.4,0.2,0.6,1.0,0.1,0.6,0.0,0.9166666666666666,1
0.4625,0.725,0.7,0.23529411764705882,0.4,0.9,0.8,0.5,0.4,0.0,0.1,0.19999999999999996,0.0,0.5,0
0.613,0.626,0.7,0.058823529411764705,0.4666666666666667,0.7,0.6,0.8,0.8,0.0,0.9,0.4,0.0,0.0,1
0.6835,0.967,0.4,0.4117647058823529,0.6666666666666666,0.8,1.0,0.5,1.0,1.0,0.9,0.0,0.0,0.33333333333333337,1
0.6115,0.8230000000000001,0.7,0.17647058823529413,0.5333333333333333,0.8,1.0,0.2,0.6,1.0,0.9,0.0,0.0,0.5833333333333333,1
0.745,0.89,0.2,0.29411764705882354,0.4,0.7,0.2,0.5,1.0,0.0,0.9,0.8,0.0,0.08333333333333337,1
0.5994999999999999,0.599,0.2,0.35294117647058826,0.6,0.7,0.8,0.5,1.0,0.0,0.9,0.19999999999999996,0.0,1.0,1
0.525,0.85,0.9,0.11764705882352941,0.6,0.9,0.8,0.8,1.0,1.0,0.1,0.19999999999999996,0.0,0.75,1
0.578,0.5559999999999999,0.7,0.35294117647058826,0.4666666666666667,0.7,0.6,0.5,0.8,0.0,0.9,0.4,0.0,0.5833333333333333,0
0.5685,0.737,0.2,0.5882352941176471,0.4666666666666667,0.8,0.6,0.8,0.8,1.0,0.9,0.4,0.0,0.16666666666666663,1
0.8565,0.713,0.4,0.23529411764705882,0.3333333333333333,0.5,0.6,0.5,0.4,0.0,0.9,0.4,0.0,0.0,0
0.5925,0.7849999999999999,0.2,0.5882352941176471,0.6666666666666666,0.8,1.0,0.5,1.0,0.0,0.9,0.0,0.0,0.16666666666666663,1
0.48849999999999993,0.7769999999999999,0.7,0.17647058823529413,0.13333333333333333,0.9,0.2,0.2,0.2,0.0,0.1,0.8,0.0,1.0,0
0.6134999999999999,0.627,0.9,0.17647058823529413,0.4666666666666667,0.7,0.8,0.5,0.6,1.0,0.1,0.19999999999999996,0.0,0.6666666666666667,0
0.7084999999999999,0.817,0.9,0.35294117647058826,0.13333333333333333,0.7,0.2,0.5,0.2,0.0,0.1,0.8,0.0,1.0,0
0.5900000000000001,0.78,0.2,0.6470588235294118,0.6,0.8,0.8,0.5,1.0,1.0,0.9,0.19999999999999996,0.0,0.8333333333333334,1
0.8554999999999999,0.9109999999999999,0.4,0.8823529411764706,0.4,0.6,0.6,0.5,0.6,0.0,0.1,0.4,0.0,0.33333333333333337,0
0.7735000000000001,0.747,0.4,0.35294117647058826,0.5333333333333333,0.6,0.6,0.8,1.0,1.0,0.9,0.4,0.0,0.5,1
0.7349999999999999,0.8699999999999999,0.2,0.35294117647058826,0.5333333333333333,0.7,0.8,0.2,0.8,0.0,0.9,0.19999999999999996,0.0,0.16666666666666663,1
0.996,0.992,0.7,0.23529411764705882,0.13333333333333333,0.5,0.2,0.2,0.2,0.0,0.1,0.8,0.0,0.25,0
0.787,0.5740000000000001,0.4,0.4117647058823529,0.4666666666666667,0.5,1.0,0.8,0.4,1.0,0.1,0.0,0.0,0.25,0
0.6995,0.599,0.2,0.47058823529411764,0.4666666666666667,0.6,0.8,0.5,0.6,0.0,0.9,0.19999999999999996,0.0,0.0,1
0.6855,0.9710000000000001,0.7,0.5294117647058824,0.2,0.8,0.4,0.5,0.2,1.0,0.1,0.6,0.0,0.16666666666666663,0
0.7885,0.7769999999999999,0.2,0.35294117647058826,0.5333333333333333,0.6,1.0,0.5,0.6,0.0,0.9,0.0,0.0,0.0,1
0.8545,0.709,0.4,0.4117647058823529,0.13333333333333333,0.5,0.2,0.5,0.2,1.0,0.9,0.8,0.0,0.0,0
0.8945000000000001,0.9890000000000001,0.7,0.23529411764705882,0.4666666666666667,0.6,0.8,0.8,0.6,0.0,0.9,0.19999999999999996,0.0,0.8333333333333334,1
0.627,0.8539999999999999,0.7,0.058823529411764705,0.5333333333333333,0.8,0.6,0.8,1.0,0.0,0.9,0.4,0.0,0.0,0
0.694,0.788,0.2,0.23529411764705882,0.4666666666666667,0.7,1.0,0.8,0.4,1.0,0.9,0.0,0.0,0.33333333333333337,1
0.786,0.772,0.4,0.5294117647058824,0.4666666666666667,0.6,0.8,0.5,0.6,1.0,0.9,0.19999999999999996,0.0,0.0,0
0.7135,0.627,0.4,0.7647058823529411,0.26666666666666666,0.6,0.4,0.2,0.4,1.0,0.1,0.6,0.0,0.6666666666666667,0
0.7875,0.575,0.7,0.11764705882352941,0.4666666666666667,0.5,0.8,0.2,0.6,0.0,0.9,0.19999999999999996,0.0,0.41666666666666663,1
0.494,0.588,0.4,0.17647058823529413,0.6666666666666666,0.8,1.0,0.2,1.0,1.0,0.9,0.0,0.0,0.0,1
0.784,0.768,0.4,0.35294117647058826,0.4666666666666667,0.6,0.8,0.8,0.6,1.0,0.9,0.19999999999999996,0.0,0.16666666666666663,1
0.831,0.8619999999999999,0.2,0.5882352941176471,0.3333333333333333,0.6,0.6,0.8,0.4,0.0,0.1,0.4,0.0,0.5,0
0.4395,0.679,0.9,0.5882352941176471,0.4,0.9,0.6,0.5,0.6,1.0,0.9,0.4,0.0,0.5,0
0.4625,0.725,0.4,0.4117647058823529,0.4666666666666667,0.9,0.4,0.8,1.0,0.0,0.9,0.6,0.0,0.08333333333333337,1
0.455,0.51,0.4,0.11764705882352941,0.2,0.8,0.2,0.8,0.4,1.0,0.9,0.8,0.0,0.75,0
0.8465,0.893,0.2,0.5294117647058824,0.4666666666666667,0.6,0.6,0.5,0.8,1.0,0.9,0.4,0.0,0.75,1
0.5965,0.993,0.9,0.17647058823529413,0.5333333333333333,0.9,0.6,0.5,1.0,0.0,0.9,0.4,0.0,1.0,1
0.482,0.764,0.9,0.7058823529411765,0.13333333333333333,0.9,0.2,0.5,0.2,0.0,0.1,0.8,0.0,0.9166666666666666,0
0.7769999999999999,0.954,0.2,0.47058823529411764,0.6,0.7,0.8,0.2,1.0,0.0,0.9,0.19999999999999996,0.0,0.08333333333333337,1
0.5735,0.747,0.7,0.8823529411764706,0.26666666666666666,0.8,0.2,0.5,0.6,0.0,0.9,0.8,0.0,0.25,0
0.7390000000000001,0.678,0.7,0.29411764705882354,0.6,0.6,1.0,0.2,0.8,0.0,0.1,0.0,0.0,0.08333333333333337,1
0.39949999999999997,0.599,0.7,0.23529411764705882,0.3333333333333333,0.9,0.8,0.2,0.2,0.0,0.9,0.19999999999999996,0.0,0.41666666666666663,1
0.8260000000000001,0.852,0.9,0.9411764705882353,0.3333333333333333,0.6,0.6,0.8,0.4,1.0,0.1,0.4,0.0,0.5,0
0.7390000000000001,0.678,0.7,0.5882352941176471,0.3333333333333333,0.6,0.4,0.2,0.6,1.0,0.9,0.6,0.0,0.16666666666666663,1
0.872,0.944,0.7,0.9411764705882353,0.13333333333333333,0.6,0.2,0.8,0.2,1.0,0.9,0.8,0.0,0.5,0
0.494,0.788,0.7,0.9411764705882353,0.4,0.9,1.0,0.2,0.2,0.0,0.9,0.0,0.0,0.16666666666666663,1
0.5940000000000001,0.9880000000000001,0.7,0.6470588235294118,0.4666666666666667,0.9,0.8,0.5,0.6,0.0,0.1,0.19999999999999996,0.0,0.33333333333333337,0
0.5800000000000001,0.76,0.4,0.5882352941176471,0.6,0.8,1.0,0.2,0.8,1.0,0.9,0.0,0.0,0.0,1
0.38349999999999995,0.567,0.7,0.7647058823529411,0.4666666666666667,0.9,0.8,0.8,0.6,1.0,0.9,0.19999999999999996,0.0,0.0,1
0.7065,0.8130000000000001,0.7,0.5294117647058824,0.4,0.7,0.4,0.2,0.8,1.0,0.1,0.6,0.0,0.0,0
0.887,0.974,0.2,0.35294117647058826,0.4666666666666667,0.6,0.8,0.5,0.6,1.0,0.9,0.19999999999999996,0.0,0.6666666666666667,1
0.7605,0.921,0.4,0.9411764705882353,0.4,0.7,1.0,0.5,0.2,0.0,0.1,0.0,0.0,0.5,0
0.5555,0.9109999999999999,0.4,0.7647058823529411,0.6666666666666666,0.9,1.0,0.8,1.0,0.0,0.9,0.0,0.0,0.41666666666666663,1
0.563,0.726,0.4,0.29411764705882354,0.26666666666666666,0.8,0.4,0.5,0.4,1.0,0.1,0.6,0.0,1.0,0
0.7925,0.985,0.4,0.8823529411764706,0.26666666666666666,0.7,0.6,0.5,0.2,0.0,0.9,0.4,0.0,0.0,0
0.8365,0.873,0.2,0.11764705882352941,0.5333333333333333,0.6,0.8,0.8,0.8,0.0,0.9,0.19999999999999996,0.0,0.16666666666666663,1
0.5940000000000001,0.788,0.7,0.7647058823529411,0.2,0.8,0.2,0.2,0.4,0.0,0.1,0.8,0.0,0.16666666666666663,0
0.631,0.8619999999999999,0.4,0.6470588235294118,0.2,0.8,0.2,0.5,0.4,0.0,0.9,0.8,0.0,0.08333333333333337,0
0.6925,0.585,0.4,0.5882352941176471,0.5333333333333333,0.6,0.6,0.5,1.0,0.0,0.9,0.4,0.0,0.33333333333333337,1
0.869,0.738,0.7,0.058823529411764705,0.4666666666666667,0.5,0.6,0.2,0.8,0.0,0.9,0.4,0.0,0.5,1
0.8320000000000001,0.8640000000000001,0.7,0.5882352941176471,0.5333333333333333,0.6,0.8,0.2,0.8,1.0,0.1,0.19999999999999996,0.0,0.8333333333333334,0
0.6739999999999999,0.748,0.9,0.4117647058823529,0.4,0.7,0.4,0.2,0.8,0.0,0.1,0.6,0.0,0.5,1
0.737,0.874,0.2,0.7058823529411765,0.4,0.7,0.4,0.2,0.8,1.0,0.1,0.6,0.0,0.5,1
0.998,0.9960000000000001,0.9,0.35294117647058826,0.4666666666666667,0.5,0.4,0.8,1.0,1.0,0.9,0.6,0.0,0.16666666666666663,1
0.8145,0.629,0.4,0.7058823529411765,0.3333333333333333,0.5,0.4,0.8,0.6,1.0,0.1,0.6,0.0,0.0,0
0.891,0.782,0.2,0.17647058823529413,0.6666666666666666,0.5,1.0,0.5,1.0,0.0,0.9,0.0,0.0,0.25,1
0.4875,0.575,0.2,0.29411764705882354,0.6,0.8,0.8,0.5,1.0,1.0,0.9,0.19999999999999996,0.0,0.08333333333333337,1
0.5405,0.881,0.4,0.8823529411764706,0.6666666666666666,0.9,1.0,0.2,1.0,0.0,0.9,0.0,0.0,0.5833333333333333,1
0.704,0.608,0.4,0.058823529411764705,0.6666666666666666,0.6,1.0,0.8,1.0,0.0,0.9,0.0,0.0,0.75,1
0.7815000000000001,0.9630000000000001,0.2,0.6470588235294118,0.26666666666666666,0.7,0.2,0.8,0.6,0.0,0.9,0.8,0.0,0.41666666666666663,0
0.5925,0.7849999999999999,0.2,0.0,0.4666666666666667,0.8,0.8,0.2,0.6,0.0,0.9,0.19999999999999996,0.0,0.16666666666666663,1
0.8295,0.859,0.7,0.4117647058823529,0.4,0.6,0.2,0.8,1.0,0.0,0.1,0.8,0.0,0.16666666666666663,0
0.36949999999999994,0.5389999999999999,0.7,0.5882352941176471,0.6666666666666666,0.9,1.0,0.5,1.0,1.0,0.9,0.0,0.0,0.5,1
0.5,0.8,0.4,0.35294117647058826,0.6666666666666666,0.9,1.0,0.8,1.0,0.0,0.1,0.0,0.0,0.75,0
0.4795,0.5589999999999999,0.2,0.23529411764705882,0.4,0.8,0.6,0.8,0.6,1.0,0.9,0.4,0.0,0.16666666666666663,1
0.8145,0.829,0.9,0.9411764705882353,0.4666666666666667,0.6,0.8,0.8,0.6,0.0,0.1,0.19999999999999996,0.0,0.16666666666666663,0
0.529,0.858,0.7,0.8823529411764706,0.5333333333333333,0.9,1.0,0.2,0.6,0.0,0.9,0.0,0.0,0.33333333333333337,1
0.7084999999999999,0.817,0.2,0.23529411764705882,0.4666666666666667,0.7,1.0,0.8,0.4,0.0,0.9,0.0,0.0,0.08333333333333337,1
0.6845,0.969,0.2,0.8823529411764706,0.5333333333333333,0.8,1.0,0.5,0.6,0.0,0.9,0.0,0.0,0.5,0
0.4905,0.581,0.7,0.47058823529411764,0.3333333333333333,0.8,0.2,0.5,0.8,0.0,0.9,0.8,0.0,0.9166666666666666,0
0.779,0.558,0.9,0.0,0.3333333333333333,0.5,0.6,0.8,0.4,0.0,0.1,0.4,0.0,0.8333333333333334,0
0.7885,0.7769999999999999,0.4,0.8235294117647058,0.3333333333333333,0.6,0.2,0.2,0.8,0.0,0.1,0.8,0.0,0.8333333333333334,0
0.562,0.924,0.4,0.5294117647058824,0.2,0.9,0.4,0.2,0.2,0.0,0.9,0.6,0.0,1.0,1
0.47300000000000003,0.546,0.4,0.7647058823529411,0.5333333333333333,0.8,1.0,0.2,0.6,0.0,0.1,0.0,0.0,0.9166666666666666,0
0.5965,0.993,0.4,0.4117647058823529,0.3333333333333333,0.9,0.4,0.8,0.6,1.0,0.9,0.6,0.0,0.16666666666666663,1
0.8835,0.967,0.4,0.5294117647058824,0.4666666666666667,0.6,0.8,0.2,0.6,1.0,0.9,0.19999999999999996,0.0,0.0,1
0.5549999999999999,0.71,0.7,0.058823529411764705,0.4,0.8,0.2,0.8,1.0,0.0,0.9,0.8,0.0,1.0,1
0.762,0.924,0.4,0.29411764705882354,0.5333333333333333,0.7,1.0,0.5,0.6,0.0,0.9,0.0,0.0,0.16666666666666663,1
0.5309999999999999,0.8619999999999999,0.4,0.17647058823529413,0.4,0.9,0.6,0.2,0.6,1.0,0.9,0.4,0.0,0.16666666666666663,1
0.5415000000000001,0.683,0.4,0.35294117647058826,0.3333333333333333,0.8,0.6,0.8,0.4,1.0,0.1,0.4,0.0,1.0,0
0.714,0.628,0.4,0.7058823529411765,0.5333333333333333,0.6,0.6,0.2,1.0,1.0,0.1,0.4,0.0,0.08333333333333337,1
0.784,0.568,0.7,0.17647058823529413,0.4666666666666667,0.5,0.6,0.5,0.8,0.0,0.9,0.4,0.0,0.5,1
0.378,0.5559999999999999,0.7,0.29411764705882354,0.5333333333333333,0.9,1.0,0.2,0.6,1.0,0.9,0.0,0.0,0.08333333333333337,1
0.7,0.6,0.4,0.7058823529411765,0.6,0.6,0.8,0.5,1.0,0.0,0.9,0.19999999999999996,0.0,0.75,0
0.8235,0.647,0.7,0.17647058823529413,0.6666666666666666,0.5,1.0,0.2,1.0,1.0,0.9,0.0,0.0,0.8333333333333334,1
0.6975,0.9949999999999999,0.2,0.4117647058823529,0.4666666666666667,0.8,0.8,0.8,0.6,1.0,0.1,0.19999999999999996,0.0,0.9166666666666666,1
0.958,0.916,0.2,0.7647058823529411,0.6666666666666666,0.5,1.0,0.2,1.0,0.0,0.9,0.0,0.0,0.0,1
0.8985000000000001,0.9970000000000001,0.4,0.0,0.4666666666666667,0.6,0.8,0.5,0.6,1.0,0.9,0.19999999999999996,0.0,0.41666666666666663,1
0.5894999999999999,0.9789999999999999,0.2,0.17647058823529413,0.4666666666666667,0.9,1.0,0.2,0.4,1.0,0.9,0.0,0.0,0.6666666666666667,1
0.8565,0.713,0.7,0.8235294117647058,0.4,0.5,0.8,0.8,0.4,0.0,0.9,0.19999999999999996,0.0,0.08333333333333337,0
0.8135,0.627,0.2,0.8235294117647058,0.3333333333333333,0.5,0.2,0.8,0.8,1.0,0.9,0.8,0.0,0.6666666666666667,0
0.6519999999999999,0.704,0.9,0.4117647058823529,0.6666666666666666,0.7,1.0,0.2,1.0,0.0,0.1,0.0,0.0,0.16666666666666663,1
0.5925,0.7849999999999999,0.9,0.4117647058823529,0.4666666666666667,0.8,0.8,0.5,0.6,1.0,0.1,0.19999999999999996,0.0,0.8333333333333334,0
0.4885,0.577,0.2,0.5882352941176471,0.26666666666666666,0.8,0.2,0.5,0.6,0.0,0.9,0.8,0.0,0.08333333333333337,0
0.7845,0.5690000000000001,0.9,0.6470588235294118,0.4,0.5,0.2,0.2,1.0,1.0,0.1,0.8,0.0,0.5,0
0.6655,0.931,0.2,0.35294117647058826,0.6666666666666666,0.8,1.0,0.5,1.0,1.0,0.9,0.0,0.0,0.6666666666666667,1
0.5485,0.897,0.9,0.11764705882352941,0.6,0.9,0.8,0.2,1.0,1.0,0.1,0.19999999999999996,0.0,0.5,1
0.548,0.8960000000000001,0.9,0.4117647058823529,0.5333333333333333,0.9,0.6,0.5,1.0,0.0,0.9,0.4,0.0,0.0,1
0.819,0.638,0.5,0.5882352941176471,0.4666666666666667,0.5,0.6,0.5,0.8,0.0,0.1,0.4,0.0,0.33333333333333337,0
0.602,0.8039999999999999,0.2,0.47058823529411764,0.26666666666666666,0.8,0.2,0.2,0.6,0.0,0.1,0.8,0.0,0.0,0
